id_appointment,nama_customer,layanan,tanggal,jam_mulai,jam_selesai,durasi_menit,id_pegawai
APN5229,Puti Alika Siregar,Manicure,05/28/2025,02:58:00,03:28:00,30,PGW0034
APN5230,Juli Napitupulu,Pedicure,03/15/2025,09:45:00,10:45:00,60,PGW0041
APN5231,Radika Sinaga,Pedicure,08/20/2025,01:23:00,01:53:00,30,PGW0017
APN5232,Karen Wibowo,Facial,06/12/2025,11:42:00,12:42:00,60,PGW0003
APN5233,Sari Mansur,Pedicure,04/18/2025,03:05:00,03:50:00,45,PGW0006
APN5234,Gadang Pradipta,Perawatan Rambut,04/13/2025,01:40:00,03:10:00,90,PGW0049
APN5235,Tgk. Mutia Aryani,Spa,07/09/2025,02:45:00,03:30:00,45,PGW0019
APN5236,"Ir. Vivi Waskita, S.Ked",Facial,07/30/2025,21:18:00,22:48:00,90,PGW0035
APN5237,Hesti Sirait,Perawatan Rambut,08/17/2025,08:22:00,09:07:00,45,PGW0021
APN5238,Mitra Napitupulu,Facial,05/16/2025,00:09:00,00:39:00,30,PGW0005
APN5239,Tina Mulyani,Facial,05/19/2025,07:28:00,08:28:00,60,PGW0023
APN5240,Faizah Hastuti,Spa,03/12/2025,07:21:00,08:51:00,90,PGW0037
APN5241,H. Gada Irawan,Spa,04/27/2025,13:07:00,14:37:00,90,PGW0004
APN5242,"Icha Hartati, S.Pt",Pedicure,03/18/2025,14:20:00,15:50:00,90,PGW0018
APN5243,drg. Intan Astuti,Spa,04/26/2025,19:41:00,20:11:00,30,PGW0044
APN5244,Leo Widodo,Pedicure,04/24/2025,04:25:00,05:10:00,45,PGW0018
APN5245,"Jayeng Dongoran, S.Pt",Manicure,02/25/2025,00:57:00,02:27:00,90,PGW0050
APN5246,Widya Maulana,Spa,05/29/2025,06:33:00,07:18:00,45,PGW0015
APN5247,Malika Prasetyo,Spa,05/16/2025,02:43:00,03:28:00,45,PGW0007
APN5248,"Sabar Lazuardi, S.E.I",Manicure,06/22/2025,10:46:00,11:16:00,30,PGW0004
APN5249,"R. Paiman Fujiati, S.H.",Manicure,06/05/2025,13:16:00,14:46:00,90,PGW0016
APN5250,"Nugraha Rajata, S.Ked",Perawatan Rambut,05/20/2025,12:16:00,13:46:00,90,PGW0037
APN5251,Ir. Putri Sitompul,Manicure,05/29/2025,09:38:00,10:38:00,60,PGW0009
APN5252,Belinda Hastuti,Spa,06/01/2025,05:50:00,06:20:00,30,PGW0021
APN5253,"R. Hesti Rahmawati, S.IP",Pedicure,06/08/2025,07:31:00,08:01:00,30,PGW0020
APN5254,Tgk. Saka Hidayat,Manicure,06/20/2025,00:21:00,00:51:00,30,PGW0004
APN5255,Taufan Susanti,Perawatan Rambut,05/13/2025,00:29:00,01:59:00,90,PGW0014
APN5256,R. Ratna Nainggolan,Pedicure,05/21/2025,09:58:00,10:58:00,60,PGW0007
APN5257,Ilyas Sihotang,Spa,05/23/2025,08:04:00,08:34:00,30,PGW0042
APN5258,Jagaraga Palastri,Pedicure,06/11/2025,07:12:00,07:57:00,45,PGW0039
APN5259,Farah Suwarno,Perawatan Rambut,05/05/2025,14:47:00,15:17:00,30,PGW0020
APN5260,Utama Pradipta,Manicure,05/20/2025,03:00:00,04:30:00,90,PGW0001
APN5261,Zelda Winarno,Facial,04/29/2025,00:32:00,01:17:00,45,PGW0010
APN5262,"Dt. Ridwan Natsir, M.TI.",Manicure,07/14/2025,14:29:00,14:59:00,30,PGW0045
APN5263,"dr. Rachel Sihombing, M.TI.",Perawatan Rambut,05/25/2025,23:10:00,23:55:00,45,PGW0044
APN5264,"Jane Prasetya, S.IP",Spa,05/03/2025,06:54:00,07:24:00,30,PGW0047
APN5265,"R.A. Dian Najmudin, S.Gz",Spa,05/12/2025,17:05:00,18:05:00,60,PGW0014
APN5266,"Ibrahim Safitri, S.Ked",Manicure,04/28/2025,16:44:00,17:44:00,60,PGW0037
APN5267,KH. Kasim Haryanto,Perawatan Rambut,08/02/2025,09:56:00,10:41:00,45,PGW0003
APN5268,Farhunnisa Januar,Perawatan Rambut,06/04/2025,14:59:00,15:59:00,60,PGW0001
APN5269,Tirta Hidayanto,Perawatan Rambut,02/18/2025,06:31:00,07:16:00,45,PGW0029
APN5270,Ir. Halima Riyanti,Pedicure,04/10/2025,06:58:00,08:28:00,90,PGW0004
APN5271,Keisha Oktaviani,Manicure,05/23/2025,12:18:00,12:48:00,30,PGW0038
APN5272,Raden Winarsih,Facial,07/08/2025,15:45:00,17:15:00,90,PGW0008
APN5273,"Lalita Melani, M.Ak",Perawatan Rambut,05/31/2025,03:44:00,04:29:00,45,PGW0047
APN5274,Ika Mustofa,Pedicure,08/05/2025,14:27:00,15:12:00,45,PGW0009
APN5275,Kuncara Lazuardi,Manicure,03/22/2025,05:17:00,06:47:00,90,PGW0048
APN5276,Dalima Pangestu,Pedicure,03/23/2025,03:58:00,05:28:00,90,PGW0034
APN5277,Drajat Zulaika,Pedicure,03/18/2025,04:47:00,06:17:00,90,PGW0032
APN5278,Puti Dian Rahimah,Manicure,04/23/2025,02:14:00,03:14:00,60,PGW0020
APN5279,"Sutan Sakti Jailani, M.TI.",Manicure,06/16/2025,16:56:00,17:56:00,60,PGW0017
APN5280,Saka Mandasari,Manicure,05/30/2025,18:37:00,19:37:00,60,PGW0042
APN5281,"Dr. Liman Nababan, S.I.Kom",Perawatan Rambut,07/19/2025,07:39:00,09:09:00,90,PGW0023
APN5282,Elma Ardianto,Pedicure,08/03/2025,23:22:00,00:07:00,45,PGW0025
APN5283,"T. Martaka Wulandari, S.Psi",Spa,05/21/2025,06:15:00,07:15:00,60,PGW0012
APN5284,"Ir. Wasis Gunawan, S.Psi",Pedicure,05/11/2025,08:33:00,09:33:00,60,PGW0009
APN5285,drg. Tira Pradana,Pedicure,04/07/2025,19:10:00,19:40:00,30,PGW0032
APN5286,Kasusra Pertiwi,Spa,02/15/2025,02:42:00,04:12:00,90,PGW0022
APN5287,Gandi Nasyidah,Manicure,06/03/2025,03:21:00,04:06:00,45,PGW0049
APN5288,Gaiman Mandala,Perawatan Rambut,07/29/2025,11:23:00,12:08:00,45,PGW0026
APN5289,"Ir. Victoria Hassanah, M.TI.",Spa,06/22/2025,17:04:00,17:34:00,30,PGW0049
APN5290,Bella Adriansyah,Facial,06/17/2025,17:46:00,18:46:00,60,PGW0011
APN5291,"H. Lamar Riyanti, M.Farm",Manicure,05/26/2025,20:04:00,21:04:00,60,PGW0009
APN5292,Vera Thamrin,Manicure,02/19/2025,11:21:00,11:51:00,30,PGW0017
APN5293,"Prayogo Rajasa, S.Psi",Perawatan Rambut,05/05/2025,16:13:00,16:43:00,30,PGW0012
APN5294,Uli Firmansyah,Spa,05/07/2025,19:49:00,20:34:00,45,PGW0004
APN5295,Kasiran Pertiwi,Perawatan Rambut,05/10/2025,03:23:00,04:53:00,90,PGW0020
APN5296,Kezia Rahayu,Manicure,06/21/2025,11:13:00,12:13:00,60,PGW0002
APN5297,Rangga Aryani,Perawatan Rambut,04/04/2025,12:33:00,14:03:00,90,PGW0042
APN5298,"Halima Simanjuntak, S.Psi",Facial,05/19/2025,11:07:00,12:07:00,60,PGW0049
APN5299,"Hj. Talia Nasyidah, M.Kom.",Facial,03/06/2025,04:29:00,05:29:00,60,PGW0050
APN5300,Ir. Hasan Maheswara,Facial,07/24/2025,03:58:00,04:28:00,30,PGW0022
APN5301,Usman Prasetya,Perawatan Rambut,07/10/2025,03:48:00,04:48:00,60,PGW0036
APN5302,"Hj. Zelaya Fujiati, S.E.",Spa,05/09/2025,07:39:00,08:09:00,30,PGW0016
APN5303,dr. Caturangga Narpati,Pedicure,04/09/2025,17:24:00,18:54:00,90,PGW0038
APN5304,Prabu Palastri,Facial,04/26/2025,23:19:00,00:19:00,60,PGW0050
APN5305,Hj. Salsabila Lestari,Pedicure,08/08/2025,09:51:00,10:36:00,45,PGW0038
APN5306,drg. Tania Utama,Pedicure,06/03/2025,03:27:00,04:27:00,60,PGW0043
APN5307,Gawati Simbolon,Perawatan Rambut,06/30/2025,14:17:00,14:47:00,30,PGW0004
APN5308,Cut Belinda Nasyidah,Manicure,04/17/2025,21:23:00,22:08:00,45,PGW0016
APN5309,"Ilsa Nababan, S.E.",Perawatan Rambut,04/29/2025,22:47:00,00:17:00,90,PGW0023
APN5310,"Tgk. Okta Ramadan, S.Psi",Perawatan Rambut,04/11/2025,21:06:00,22:06:00,60,PGW0020
APN5311,"Qori Hardiansyah, S.Farm",Perawatan Rambut,03/18/2025,09:06:00,10:06:00,60,PGW0041
APN5312,Paulin Utami,Spa,06/07/2025,23:37:00,00:22:00,45,PGW0001
APN5313,Karya Sinaga,Facial,06/04/2025,20:56:00,21:41:00,45,PGW0044
APN5314,Jumadi Mustofa,Pedicure,07/03/2025,13:43:00,15:13:00,90,PGW0001
APN5315,Carla Andriani,Pedicure,04/19/2025,23:51:00,00:51:00,60,PGW0015
APN5316,Wulan Dabukke,Manicure,03/30/2025,22:25:00,22:55:00,30,PGW0038
APN5317,"Michelle Natsir, S.Ked",Perawatan Rambut,05/06/2025,19:50:00,20:35:00,45,PGW0036
APN5318,Intan Jailani,Facial,07/31/2025,17:45:00,18:45:00,60,PGW0020
APN5319,Elon Kuswoyo,Spa,07/31/2025,13:16:00,14:46:00,90,PGW0020
APN5320,Cut Michelle Yuniar,Facial,04/07/2025,04:17:00,05:17:00,60,PGW0009
APN5321,Prayogo Kusumo,Perawatan Rambut,04/21/2025,08:19:00,08:49:00,30,PGW0007
APN5322,Padmi Wulandari,Spa,03/23/2025,02:58:00,03:43:00,45,PGW0014
APN5323,Gara Hutapea,Pedicure,03/02/2025,12:54:00,14:24:00,90,PGW0039
APN5324,"R. Almira Suwarno, M.M.",Pedicure,05/24/2025,01:04:00,02:34:00,90,PGW0022
APN5325,Zelaya Winarno,Spa,05/22/2025,17:20:00,17:50:00,30,PGW0008
APN5326,"drg. Rahmi Wulandari, S.H.",Perawatan Rambut,03/10/2025,12:26:00,12:56:00,30,PGW0047
APN5327,Vanesa Maulana,Spa,05/13/2025,01:35:00,02:05:00,30,PGW0030
APN5328,"R.M. Catur Maulana, S.I.Kom",Perawatan Rambut,06/10/2025,20:12:00,20:57:00,45,PGW0007
APN5329,KH. Lulut Irawan,Perawatan Rambut,05/21/2025,12:06:00,13:36:00,90,PGW0020
APN5330,Karna Nainggolan,Pedicure,07/27/2025,20:24:00,20:54:00,30,PGW0003
APN5331,"Puti Hafshah Jailani, S.E.I",Spa,08/08/2025,18:29:00,19:59:00,90,PGW0022
APN5332,Nadine Mustofa,Perawatan Rambut,06/30/2025,00:30:00,01:00:00,30,PGW0041
APN5333,Tgk. Ella Natsir,Pedicure,05/12/2025,08:19:00,08:49:00,30,PGW0007
APN5334,"Padma Napitupulu, M.Ak",Facial,04/15/2025,16:59:00,17:44:00,45,PGW0020
APN5335,Jamil Putra,Facial,04/21/2025,19:43:00,21:13:00,90,PGW0049
APN5336,Darmanto Firmansyah,Manicure,02/09/2025,08:06:00,08:51:00,45,PGW0003
APN5337,"Joko Wahyudin, S.H.",Spa,04/25/2025,05:41:00,06:41:00,60,PGW0030
APN5338,"Ani Dongoran, S.Ked",Manicure,04/30/2025,07:24:00,08:09:00,45,PGW0016
APN5339,R. Wani Maheswara,Spa,03/17/2025,11:36:00,12:06:00,30,PGW0043
APN5340,Kartika Nasyidah,Manicure,07/08/2025,12:14:00,13:44:00,90,PGW0049
APN5341,"H. Sabri Pranowo, M.Kom.",Pedicure,05/14/2025,05:03:00,05:48:00,45,PGW0047
APN5342,Parman Rajata,Manicure,04/26/2025,07:36:00,09:06:00,90,PGW0046
APN5343,Paulin Nasyiah,Pedicure,06/24/2025,00:19:00,00:49:00,30,PGW0002
APN5344,Galur Yuliarti,Facial,03/07/2025,00:07:00,01:37:00,90,PGW0048
APN5345,drg. Queen Zulkarnain,Perawatan Rambut,07/28/2025,03:57:00,04:27:00,30,PGW0002
APN5346,Raisa Maheswara,Spa,05/02/2025,01:29:00,02:59:00,90,PGW0001
APN5347,Atmaja Iswahyudi,Spa,06/21/2025,12:35:00,13:20:00,45,PGW0028
APN5348,Cahyono Sudiati,Pedicure,07/06/2025,16:20:00,17:05:00,45,PGW0047
APN5349,Hj. Queen Melani,Spa,04/29/2025,23:59:00,00:44:00,45,PGW0043
APN5350,Raisa Uwais,Spa,04/02/2025,19:26:00,19:56:00,30,PGW0019
APN5351,Uchita Winarsih,Manicure,06/28/2025,20:27:00,21:27:00,60,PGW0043
APN5352,Jarwadi Setiawan,Spa,06/14/2025,06:29:00,06:59:00,30,PGW0043
APN5353,Ade Hakim,Pedicure,05/09/2025,06:17:00,07:02:00,45,PGW0045
APN5354,Bella Irawan,Perawatan Rambut,05/02/2025,10:03:00,11:03:00,60,PGW0032
APN5355,"Danuja Pradana, S.Pt",Perawatan Rambut,05/11/2025,15:09:00,15:39:00,30,PGW0029
APN5356,Olivia Simbolon,Spa,03/09/2025,03:49:00,04:19:00,30,PGW0002
APN5357,Winda Yuliarti,Manicure,03/31/2025,04:08:00,04:53:00,45,PGW0043
APN5358,"Ir. Indra Suryatmi, S.Ked",Pedicure,03/26/2025,02:56:00,03:41:00,45,PGW0044
APN5359,Elma Pratiwi,Perawatan Rambut,02/24/2025,10:01:00,11:31:00,90,PGW0021
APN5360,"Ir. Estiono Adriansyah, S.Ked",Perawatan Rambut,04/17/2025,13:24:00,14:54:00,90,PGW0040
APN5361,R.A. Fathonah Pranowo,Pedicure,05/15/2025,18:17:00,19:17:00,60,PGW0028
APN5362,"Gabriella Sudiati, S.Psi",Spa,07/14/2025,10:30:00,12:00:00,90,PGW0043
APN5363,Niyaga Salahudin,Manicure,06/10/2025,17:39:00,18:24:00,45,PGW0034
APN5364,Mulya Namaga,Pedicure,06/02/2025,03:29:00,04:59:00,90,PGW0048
APN5365,"Drs. Farhunnisa Susanti, S.E.I",Spa,03/29/2025,22:21:00,23:51:00,90,PGW0001
APN5366,"drg. Natalia Rajata, S.Pt",Manicure,05/20/2025,19:36:00,20:21:00,45,PGW0038
APN5367,"Dian Riyanti, S.I.Kom",Perawatan Rambut,04/23/2025,22:30:00,23:00:00,30,PGW0024
APN5368,"Wira Winarno, M.Pd",Pedicure,06/14/2025,09:54:00,11:24:00,90,PGW0050
APN5369,"Sarah Budiyanto, S.IP",Manicure,05/29/2025,17:03:00,17:33:00,30,PGW0045
APN5370,"Kawaya Maryati, S.Pd",Perawatan Rambut,08/09/2025,18:59:00,19:44:00,45,PGW0025
APN5371,"Karsa Lestari, S.T.",Facial,03/19/2025,09:04:00,09:34:00,30,PGW0030
APN5372,Iriana Wulandari,Perawatan Rambut,03/16/2025,08:32:00,09:32:00,60,PGW0039
APN5373,Elma Hasanah,Manicure,03/12/2025,11:36:00,12:06:00,30,PGW0049
APN5374,drg. Rangga Nasyiah,Facial,06/05/2025,13:59:00,15:29:00,90,PGW0009
APN5375,Kayun Oktaviani,Perawatan Rambut,03/13/2025,13:27:00,14:12:00,45,PGW0018
APN5376,Hani Sitompul,Perawatan Rambut,02/24/2025,18:22:00,19:52:00,90,PGW0006
APN5377,"drg. Jessica Najmudin, M.Pd",Pedicure,03/14/2025,07:40:00,08:25:00,45,PGW0029
APN5378,Bahuwarna Marbun,Manicure,05/24/2025,17:30:00,19:00:00,90,PGW0047
APN5379,R. Vero Astuti,Pedicure,03/21/2025,03:15:00,04:45:00,90,PGW0035
APN5380,Simon Suwarno,Pedicure,03/29/2025,00:36:00,01:36:00,60,PGW0045
APN5381,Asmadi Nashiruddin,Manicure,08/15/2025,04:09:00,04:54:00,45,PGW0023
APN5382,Cecep Hartati,Spa,04/21/2025,14:52:00,15:22:00,30,PGW0036
APN5383,Salwa Wahyudin,Pedicure,04/10/2025,03:42:00,04:12:00,30,PGW0034
APN5384,Okto Hartati,Spa,04/24/2025,10:24:00,11:24:00,60,PGW0032
APN5385,Patricia Rahimah,Manicure,05/02/2025,17:41:00,18:41:00,60,PGW0045
APN5386,Dalimin Purnawati,Spa,05/11/2025,19:43:00,20:43:00,60,PGW0050
APN5387,Artanto Sinaga,Perawatan Rambut,04/26/2025,19:30:00,21:00:00,90,PGW0007
APN5388,Wani Suwarno,Spa,07/03/2025,12:11:00,13:11:00,60,PGW0006
APN5389,Cakrawangsa Firgantoro,Perawatan Rambut,07/01/2025,22:08:00,23:08:00,60,PGW0006
APN5390,Mursita Rahmawati,Facial,07/05/2025,12:15:00,13:00:00,45,PGW0012
APN5391,Drs. Melinda Hastuti,Spa,06/03/2025,20:54:00,22:24:00,90,PGW0038
APN5392,"Tugiman Rajata, S.E.I",Perawatan Rambut,06/02/2025,04:00:00,04:30:00,30,PGW0011
APN5393,Zelaya Palastri,Perawatan Rambut,05/07/2025,19:48:00,20:48:00,60,PGW0042
APN5394,Dartono Hutagalung,Pedicure,06/04/2025,13:44:00,14:29:00,45,PGW0031
APN5395,Tiara Megantara,Facial,06/21/2025,19:31:00,20:16:00,45,PGW0019
APN5396,R. Elvina Hasanah,Facial,04/05/2025,18:03:00,19:33:00,90,PGW0049
APN5397,"Gilda Kusmawati, S.I.Kom",Pedicure,04/02/2025,05:18:00,06:03:00,45,PGW0012
APN5398,Rahayu Hardiansyah,Perawatan Rambut,07/08/2025,22:03:00,23:03:00,60,PGW0003
APN5399,Keisha Marpaung,Pedicure,06/06/2025,12:11:00,13:11:00,60,PGW0026
APN5400,Tgk. Nabila Widiastuti,Spa,06/27/2025,21:18:00,22:18:00,60,PGW0021
APN5401,Radika Namaga,Spa,04/25/2025,15:43:00,16:28:00,45,PGW0015
APN5402,Rina Pudjiastuti,Facial,06/18/2025,00:05:00,01:05:00,60,PGW0008
APN5403,Kacung Pertiwi,Perawatan Rambut,07/07/2025,02:45:00,03:15:00,30,PGW0006
APN5404,Latika Salahudin,Perawatan Rambut,04/04/2025,13:14:00,13:59:00,45,PGW0006
APN5405,Nabila Aryani,Facial,05/22/2025,01:22:00,02:07:00,45,PGW0021
APN5406,Fitria Haryanti,Spa,06/23/2025,11:21:00,12:51:00,90,PGW0048
APN5407,Dr. Putri Suartini,Spa,04/13/2025,03:08:00,03:38:00,30,PGW0008
APN5408,Hj. Tari Salahudin,Manicure,06/02/2025,12:41:00,13:11:00,30,PGW0038
APN5409,"Kardi Nugroho, S.E.",Perawatan Rambut,04/16/2025,09:44:00,10:29:00,45,PGW0019
APN5410,"KH. Raden Lailasari, S.Gz",Manicure,05/04/2025,15:31:00,16:31:00,60,PGW0050
APN5411,Maria Gunawan,Facial,03/17/2025,07:10:00,08:10:00,60,PGW0046
APN5412,"drg. Dalimin Napitupulu, M.M.",Pedicure,02/18/2025,15:01:00,15:31:00,30,PGW0050
APN5413,Uchita Siregar,Facial,06/15/2025,14:32:00,15:02:00,30,PGW0009
APN5414,"Rahayu Wahyudin, M.Kom.",Manicure,07/22/2025,04:12:00,04:57:00,45,PGW0046
APN5415,"Puti Nabila Nababan, S.Pt",Perawatan Rambut,04/11/2025,12:22:00,12:52:00,30,PGW0016
APN5416,Xanana Dongoran,Manicure,06/02/2025,08:17:00,09:02:00,45,PGW0028
APN5417,Dr. Raisa Anggriawan,Facial,07/18/2025,05:25:00,06:55:00,90,PGW0046
APN5418,Nabila Halimah,Manicure,06/22/2025,19:24:00,20:09:00,45,PGW0039
APN5419,"Ir. Aris Winarsih, S.Kom",Spa,04/21/2025,17:25:00,18:55:00,90,PGW0049
APN5420,"Puti Eka Adriansyah, S.T.",Spa,07/22/2025,12:31:00,13:01:00,30,PGW0007
APN5421,Hj. Tina Narpati,Manicure,05/05/2025,16:36:00,17:36:00,60,PGW0020
APN5422,"Belinda Wasita, S.I.Kom",Pedicure,05/26/2025,02:46:00,03:46:00,60,PGW0009
APN5423,"Tgk. Atma Melani, M.Pd",Perawatan Rambut,03/25/2025,21:44:00,23:14:00,90,PGW0039
APN5424,"Dodo Mardhiyah, M.Kom.",Spa,04/15/2025,13:21:00,14:51:00,90,PGW0021
APN5425,Edward Mustofa,Manicure,07/03/2025,23:08:00,00:38:00,90,PGW0028
APN5426,Martani Mulyani,Perawatan Rambut,07/10/2025,01:04:00,01:34:00,30,PGW0047
APN5427,Silvia Prayoga,Pedicure,04/30/2025,14:54:00,15:24:00,30,PGW0031
APN5428,"Ellis Sitorus, M.Kom.",Perawatan Rambut,03/18/2025,12:03:00,12:48:00,45,PGW0048
APN5429,"R. Zalindra Latupono, S.E.I",Spa,03/25/2025,03:59:00,04:44:00,45,PGW0026
APN5430,Latika Purnawati,Perawatan Rambut,05/02/2025,17:36:00,18:21:00,45,PGW0024
APN5431,dr. Rahayu Purwanti,Facial,07/28/2025,15:43:00,17:13:00,90,PGW0015
APN5432,Ir. Banawi Hasanah,Manicure,05/18/2025,07:33:00,08:03:00,30,PGW0009
APN5433,"Paramita Rajasa, M.M.",Manicure,07/03/2025,04:46:00,05:16:00,30,PGW0010
APN5434,"T. Gandi Handayani, S.Pt",Pedicure,05/21/2025,03:53:00,04:38:00,45,PGW0035
APN5435,Dr. Salman Hardiansyah,Spa,06/25/2025,03:00:00,04:00:00,60,PGW0018
APN5436,Vivi Susanti,Facial,07/15/2025,16:40:00,17:40:00,60,PGW0040
APN5437,Olivia Utama,Spa,04/17/2025,01:54:00,03:24:00,90,PGW0033
APN5438,Eka Halimah,Perawatan Rambut,06/15/2025,06:03:00,07:03:00,60,PGW0025
APN5439,"Dewi Nugroho, S.Pd",Manicure,04/18/2025,06:21:00,07:06:00,45,PGW0032
APN5440,Febi Setiawan,Perawatan Rambut,03/21/2025,03:06:00,03:36:00,30,PGW0016
APN5441,Hj. Nadia Padmasari,Pedicure,03/06/2025,14:04:00,14:49:00,45,PGW0039
APN5442,Cut Azalea Pradana,Pedicure,06/04/2025,17:58:00,18:58:00,60,PGW0024
APN5443,"Drs. Surya Lazuardi, S.E.",Facial,05/31/2025,10:47:00,12:17:00,90,PGW0010
APN5444,Balamantri Padmasari,Pedicure,05/18/2025,08:31:00,10:01:00,90,PGW0014
APN5445,Simon Winarsih,Spa,04/06/2025,22:30:00,23:15:00,45,PGW0016
APN5446,Chelsea Agustina,Perawatan Rambut,04/02/2025,00:01:00,00:31:00,30,PGW0047
APN5447,Pandu Sihombing,Manicure,04/26/2025,22:59:00,00:29:00,90,PGW0030
APN5448,Umaya Nugroho,Manicure,04/11/2025,21:47:00,23:17:00,90,PGW0009
APN5449,"Cut Salsabila Gunawan, M.Farm",Facial,05/28/2025,03:08:00,04:08:00,60,PGW0036
APN5450,"Hartana Widodo, S.Sos",Pedicure,06/21/2025,02:17:00,03:17:00,60,PGW0050
APN5451,"drg. Raharja Wibowo, S.T.",Manicure,06/11/2025,20:24:00,21:24:00,60,PGW0017
APN5452,Raihan Prasetyo,Spa,04/13/2025,08:10:00,08:55:00,45,PGW0019
APN5453,Puti Dewi Tampubolon,Manicure,05/11/2025,09:58:00,10:28:00,30,PGW0032
APN5454,"Sutan Bahuwirya Hakim, S.I.Kom",Manicure,03/21/2025,06:02:00,07:02:00,60,PGW0012
APN5455,Vivi Prasasta,Facial,05/28/2025,23:29:00,00:14:00,45,PGW0036
APN5456,"dr. Unjani Pangestu, M.Ak",Perawatan Rambut,04/30/2025,11:30:00,12:00:00,30,PGW0009
APN5457,Tami Sihombing,Spa,04/04/2025,21:31:00,23:01:00,90,PGW0046
APN5458,Ir. Caturangga Wulandari,Facial,05/06/2025,00:32:00,01:02:00,30,PGW0025
APN5459,"dr. Margana Haryanti, S.Psi",Pedicure,06/05/2025,05:21:00,06:21:00,60,PGW0039
APN5460,Cinthia Nuraini,Perawatan Rambut,07/07/2025,23:37:00,01:07:00,90,PGW0028
APN5461,Harto Mustofa,Manicure,06/21/2025,18:49:00,19:49:00,60,PGW0026
APN5462,Capa Laksmiwati,Facial,03/19/2025,02:21:00,03:51:00,90,PGW0035
APN5463,"Kayla Lazuardi, S.Sos",Manicure,06/20/2025,04:42:00,06:12:00,90,PGW0011
APN5464,Cut Hani Mandasari,Pedicure,06/02/2025,04:47:00,05:47:00,60,PGW0011
APN5465,Citra Damanik,Pedicure,08/20/2025,03:13:00,04:43:00,90,PGW0013
APN5466,dr. Ian Wijaya,Pedicure,06/08/2025,20:10:00,21:40:00,90,PGW0026
APN5467,"Kamaria Samosir, S.Ked",Perawatan Rambut,06/25/2025,15:59:00,16:29:00,30,PGW0013
APN5468,"Tgk. Adika Hasanah, S.E.I",Perawatan Rambut,07/29/2025,06:20:00,07:05:00,45,PGW0049
APN5469,Puput Wibisono,Manicure,03/11/2025,00:10:00,01:10:00,60,PGW0038
APN5470,Umaya Situmorang,Spa,05/24/2025,23:32:00,00:17:00,45,PGW0024
APN5471,"R. Wadi Usada, S.Gz",Perawatan Rambut,04/22/2025,07:33:00,08:03:00,30,PGW0002
APN5472,Zizi Prastuti,Pedicure,08/02/2025,19:33:00,20:18:00,45,PGW0022
APN5473,Puspa Puspasari,Manicure,03/08/2025,16:56:00,18:26:00,90,PGW0015
APN5474,Drs. Tari Narpati,Pedicure,05/02/2025,18:02:00,18:32:00,30,PGW0024
APN5475,"Among Susanti, S.I.Kom",Spa,06/13/2025,21:35:00,22:20:00,45,PGW0013
APN5476,Lidya Wastuti,Pedicure,03/05/2025,22:43:00,23:13:00,30,PGW0031
APN5477,Diana Maheswara,Manicure,06/27/2025,20:51:00,21:36:00,45,PGW0021
APN5478,Laras Pranowo,Pedicure,03/17/2025,05:19:00,05:49:00,30,PGW0047
APN5479,Gina Tamba,Perawatan Rambut,03/24/2025,14:38:00,16:08:00,90,PGW0048
APN5480,Ega Anggraini,Facial,05/15/2025,23:18:00,00:03:00,45,PGW0045
APN5481,Bakti Wahyudin,Manicure,08/18/2025,02:08:00,03:08:00,60,PGW0026
APN5482,"Fathonah Kuswandari, S.Sos",Facial,06/29/2025,11:18:00,12:03:00,45,PGW0003
APN5483,"Dr. Raisa Pertiwi, S.Ked",Perawatan Rambut,04/20/2025,07:12:00,07:42:00,30,PGW0025
APN5484,Cindy Tampubolon,Facial,04/26/2025,01:59:00,03:29:00,90,PGW0031
APN5485,Genta Pranowo,Pedicure,04/13/2025,07:51:00,09:21:00,90,PGW0038
APN5486,dr. Gina Permadi,Spa,05/14/2025,18:01:00,19:31:00,90,PGW0031
APN5487,Ir. Zelaya Hutasoit,Pedicure,08/04/2025,06:33:00,07:03:00,30,PGW0050
APN5488,"Rahmi Prastuti, S.Sos",Manicure,06/14/2025,06:34:00,08:04:00,90,PGW0009
APN5489,Nyoman Lestari,Pedicure,04/13/2025,16:23:00,17:08:00,45,PGW0001
APN5490,dr. Abyasa Oktaviani,Pedicure,07/05/2025,08:27:00,08:57:00,30,PGW0036
APN5491,Umaya Padmasari,Facial,05/04/2025,12:32:00,14:02:00,90,PGW0014
APN5492,Dt. Baktianto Marbun,Perawatan Rambut,05/18/2025,20:42:00,21:27:00,45,PGW0019
APN5493,Hj. Tami Manullang,Pedicure,06/22/2025,05:43:00,06:28:00,45,PGW0040
APN5494,"Dt. Prayitna Aryani, M.Kom.",Manicure,06/26/2025,17:10:00,18:40:00,90,PGW0026
APN5495,"R. Catur Ardianto, S.Gz",Pedicure,08/15/2025,13:18:00,14:18:00,60,PGW0015
APN5496,Kamal Ramadan,Facial,05/02/2025,06:44:00,07:14:00,30,PGW0014
APN5497,Lanjar Uwais,Spa,06/28/2025,09:09:00,09:39:00,30,PGW0019
APN5498,"R. Leo Marpaung, S.T.",Manicure,06/11/2025,11:47:00,12:47:00,60,PGW0029
APN5499,Lukman Pertiwi,Manicure,03/26/2025,09:50:00,11:20:00,90,PGW0019
APN5500,Sakura Zulkarnain,Pedicure,03/02/2025,05:58:00,06:43:00,45,PGW0042
APN5501,Diana Jailani,Spa,06/06/2025,04:11:00,05:41:00,90,PGW0048
